ID,account_type,gender,age,region_code,cc_cons_apr,dc_cons_apr,cc_cons_may,dc_cons_may,cc_cons_jun,dc_cons_jun,cc_count_apr,cc_count_may,cc_count_jun,dc_count_apr,dc_count_may,dc_count_jun,card_lim,personal_loan_active,vehicle_loan_active,personal_loan_closed,vehicle_loan_closed,investment_1,investment_2,investment_3,investment_4,debit_amount_apr,credit_amount_apr,debit_count_apr,credit_count_apr,max_credit_amount_apr,debit_amount_may,credit_amount_may,credit_count_may,debit_count_may,max_credit_amount_may,debit_amount_jun,credit_amount_jun,credit_count_jun,debit_count_jun,max_credit_amount_jun,loan_enq,emi_active,cc_cons
18840,current,M,27,538,39802.66,3459.52,35045.0,2061.68,14834.0,6234.8,12.0,32.0,13.0,1.0,25.0,1.0,556000.0,1.0,1.0,1.0,1.0,32951.25,3.0,891.0,3897.0,45276.14,69227.91,46.0,26.0,20874.0,1702.0,52520.0,2.0,20.0,81117.0,59090.77,44464.0,14.0,11.0,109665.61,Y,787.01,11622.0
13781,current,M,32,950,5225.0,16619.0,9933.15,8980.91,3034.75,21126.0,531.0,16.0,67.0,1.0,1.0,47.0,100000.0,1.0,1.0,1.0,1.0,1982892.29,205032.06,19081.0,1992.0,74476.0,89957.0,40.0,7.0,44947.0,25895.22,60166.36,0.0,82.0,40417.0,183956.07,85140.95,42.0,63.0,44289.0,Y,25326.33,9405.0
6687,current,M,38,503,1106.5,696.0,1756.0,6578.5,3528.4,1798.19,56.0,26.0,35.0,10.0,2.0,13.0,564000.0,1.0,1.0,1.0,1.0,41883.6,111000.0,8417.0,8572.0,116605.66,41436.0,11.0,5.0,16842.0,44149.66,68244.0,5.0,12.0,14410.0,39074.54,39839.75,49.0,18.0,35662.0,Y,7016.93,2520.0
14044,current,M,37,296,23451.34,10430.45,70456.0,6457.62,4952.0,5773.0,44.0,18.0,71.0,48.0,55.0,47.0,425000.0,1.0,1.0,1.0,1.0,55700.0,96096.0,49975.0,14509.0,191264.81,77205.0,4.0,4.0,50836.0,11369.59,64608.05,3.0,20.0,17246.0,27277.0,58035.01,46.0,58.0,24773.0,Y,22925.13,6885.0
17150,saving,M,47,247,15356.57,5648.0,640.34,64615.36,123282.0,167311.0,50.0,6.0,3.0,2.0,17.0,98.0,156000.0,1.0,1.0,1.0,1.0,1359.3,15395.48,798.0,0.0,70882.93,58043.0,72.0,29.0,13469.0,49364.45,126973.0,4.0,70.0,24750.0,36786.88,30492.0,38.0,57.0,38710.0,Y,180.96,108927.0
5227,current,M,29,233,959.0,1121.0,1613.5,8741.3,2428.0,1476.0,63.0,66.0,73.0,2.0,5.0,77.0,127500.0,1.0,1.0,1.0,1.0,48422.7,180151.0,28912.0,5464.0,23230.43,80082.0,79.0,1.0,23616.0,103045.81,78174.88,16.0,171.0,22236.0,63415.95,25894.0,4.0,7.0,9555.0,Y,3121.44,14154.0
17458,current,M,63,488,889.93,16815.5,8194.99,9415.95,8795.28,1296.0,44.0,99.0,17.0,2.0,63.0,13.0,518000.0,1.0,1.0,1.0,1.0,6440.0,460000.0,13873.0,1931.0,35998.69,6182.0,11.0,7.0,24153.0,79651.38,85552.0,5.0,13.0,5681.0,6459.92,126290.0,42.0,73.0,166000.0,Y,18717.09,398403.0
17656,saving,F,55,243,3940.0,2140.0,2442.7,1403.0,9223.0,3188.5,2.0,10.0,5.0,17.0,51.0,9.0,300000.0,1.0,1.0,1.0,1.0,81872.65,393982.1,610000.0,6916.0,6708.05,95859.0,20.0,17.0,25732.0,30042.04,22316.0,2.0,12.0,22151.0,44271.0,78438.0,2.0,58.0,27758.0,Y,7669.03,21328.0
7904,current,M,42,799,48272.15,1514.0,4182.16,4403.24,3004.5,7357.0,44.0,66.0,4.0,1.0,2.0,2.0,156000.0,1.0,1.0,1.0,1.0,690857.42,295150.9,23500.0,167.0,16882.0,50237.0,63.0,36.0,13188.0,76811.41,13935.0,42.0,171.0,37260.0,29683.05,93181.29,4.0,106.0,55958.0,Y,6238.19,2481.0
4914,current,M,33,506,730.0,11404.01,10791.0,526.15,1989.24,1694.0,67.0,50.0,72.0,24.0,63.0,47.0,378000.0,1.0,1.0,1.0,1.0,46962.5,3651922.3,1209.0,-6301.0,39998.26,51602.0,7.0,4.0,92810.0,50143.0,30167.0,7.0,14.0,104000.0,108715.52,138312.0,40.0,22.0,23238.0,Y,9801.22,9928.0
15828,current,F,38,233,9022.67,1845.0,10655.12,8840.2,4447.89,27724.06,4.0,10.0,19.0,11.0,56.0,1.0,232000.0,1.0,1.0,1.0,1.0,41.4,135552.85,1052.0,903.0,22540.71,101602.9,11.0,36.0,19771.0,88968.75,824.0,31.0,108.0,48000.0,278112.23,98248.28,5.0,12.0,30486.0,Y,1815.67,5395.0
5466,saving,M,27,802,34001.24,1784.25,4153.63,9617.15,1641.0,10377.0,14.0,65.0,23.0,4.0,36.0,30.0,68250.0,1.0,1.0,1.0,1.0,1910215.0,15000.0,11545.0,2351.0,47700.29,44939.37,11.0,26.0,39579.0,268775.98,26038.0,2.0,20.0,101383.0,17326.28,249217.0,4.0,63.0,26225.0,Y,1311.11,112441.0
10475,current,M,32,805,36395.0,597.01,5892.05,8953.82,2958.045,1016.0,15.0,8.0,7.0,4.0,2.0,54.0,199999.0,1.0,1.0,1.0,1.0,39851.93,110175.0,5797.0,-6301.0,164845.02,120927.37,42.0,30.0,469.0,28790.62,83011.0,43.0,11.0,31403.0,34057.87,73603.0,7.0,65.0,15267.0,Y,2992.08,1405.0
15566,current,M,42,743,19338.04,2170.0,18822.87,6872.0,419.0,2341.58,18.0,22.0,35.0,7.0,5.0,4.0,358000.0,1.0,1.0,1.0,1.0,1502126.3,182359.2,1762.0,553.0,24136.35,43602.82,103.0,1.0,49050.0,20216.11,42043.0,2.0,20.0,29456.0,119667.45,113173.69,2.0,104.0,12786.0,Y,72379.91,19952.0
15651,current,M,55,737,78868.0,778.76,6275.43,1500.65,1335.0,2154.0,52.0,99.0,11.0,4.0,1.0,81.0,300000.0,1.0,1.0,1.0,1.0,76.0,157000.0,12560.0,8572.0,74873.88,23092.0,6.0,31.0,315853.0,34709.0,33840.61,0.0,46.0,159809.0,93618.98,100581.0,5.0,24.0,49415.0,Y,4011.83,12799.0
6785,current,M,37,700,6862.34,9171.0,9238.0,2056.8,3896.0,6728.0,6.0,6.0,61.0,2.0,2.0,2.0,568000.0,1.0,1.0,1.0,1.0,293418.75,12000.0,130000.0,-5439.0,18007.0,30090.0,20.0,55.0,14890.0,6791.88,2970.8,45.0,8.0,18437.0,13763.0,629.0,19.0,25.0,30371.0,Y,2894.09,20082.0
11028,current,M,40,866,3235.19,1051.0,7715.5,8297.25,8030.8,4363.0,9.0,18.0,50.0,2.0,46.0,47.0,302000.0,1.0,1.0,1.0,1.0,94127.1,132324.01,15654.0,0.0,18041.19,83519.32,43.0,2.0,18330.0,179979.92,36644.25,17.0,67.0,27415.0,20149.68,12432.0,3.0,8.0,30419.0,Y,3510.97,10674.0
14078,current,M,30,233,1228.38,6578.0,32332.77,2711.0,13000.0,816.0,44.0,10.0,135.0,50.0,48.0,47.0,127500.0,1.0,1.0,1.0,1.0,199690.5,117890.0,300500.0,13135.0,9018.52,24214.0,37.0,31.0,83972.0,19946.66,3184.38,0.0,44.0,178243.0,19809.97,112184.61,14.0,32.0,30486.0,Y,3329.68,335021.0
10197,current,M,62,863,31781.13,5578.0,19340.97,28429.49,5121.48,1489.0,31.0,29.0,50.0,52.0,1.0,16.0,427000.0,1.0,1.0,1.0,1.0,42460.6091,10947.0,583.0,171.0,40826.88,157426.06,46.0,31.0,12889.0,19919.39,53388.0,2.0,9.0,44334.0,146674.25,42793.0,4.0,106.0,589.0,Y,2654.87,13498.0
8693,current,M,40,258,732.93,1832.92,1915.45,448.0,12589.965,11355.0,9.0,5.0,35.0,45.0,4.0,56.0,98000.0,1.0,1.0,1.0,1.0,506688.65,24000.0,22000.0,0.0,15876.64,169812.0,10.0,5.0,83359.0,14528.83,42710.0,43.0,82.0,19600.0,42443.76,631.5,14.0,22.0,513622.0,Y,20489.62,5791.0
7323,current,F,35,248,17077.0,20030.0,10589.79,4107.91,508.0,2277.0,1.0,47.0,72.0,50.0,1.0,8.0,383000.0,1.0,1.0,1.0,1.0,750.6,8000.0,54101.0,1411.0,148310.55,91145.41,5.0,35.0,23368.0,32359.65,7954.14,1.0,8.0,27836.0,17476.15,10973.79,18.0,65.0,25382.0,Y,58324.8,3916.0
3683,current,M,53,516,92096.8,7845.0,10465.78,1324.0,8030.56,10107.0,7.0,71.0,50.0,60.0,1.0,55.0,267000.0,1.0,1.0,1.0,1.0,73010.0,142608.5,1727.0,-5998.43994,50650.39,35217.0,10.0,1.0,36773.0,26473.53,101841.0,1.0,8.0,205558.0,122223.08,20340.0,4.0,12.0,21636.0,Y,4654.22,356.0
14989,current,M,42,247,5567.0,9898.0,6130.06,898.0,2769.775,3485.0,7.0,16.0,6.0,60.0,1.0,30.0,337000.0,1.0,1.0,1.0,1.0,39851.93,19129.94,5797.0,5464.0,40540.8,45558.0,4.0,15.0,53742.0,1194.0,152.5,0.0,70.0,38453.0,244112.97,56822.76,6.0,52.0,3040.0,Y,3032.48,19917.0
2985,current,M,56,123,1312.92,18294.16,5932.32,1640.46,1235.01,4139.0,12.0,66.0,30.0,3.0,5.0,14.0,352000.0,1.0,1.0,1.0,1.0,204585.76,65070.0,3000.0,5730.0,58785.91,68219.84,16.0,55.0,253644.0,64586.94,187565.49,5.0,5.0,34135.0,55539.93,128428.0,3.0,38.0,40450.0,Y,1238.64,336973.0
14564,current,M,44,818,32249.39,1839.01,40420.0,775.31,28407.995,19048.0,28.0,10.0,653.0,53.0,36.0,70.0,472000.0,1.0,1.0,1.0,1.0,2595.81,12000.0,12000.0,0.0,34302.49,107545.2,11.0,1.0,92864.0,86844.8,14700.0,1.0,20.0,116980.0,14929.11,62362.0,7.0,26.0,33410.0,Y,15814.77,1527.0
1290,current,M,40,448,11148.95,10189.76,12837.29,3394.5,4146.0,3053.0,60.0,15.0,7.0,17.0,2.0,34.0,199999.0,1.0,1.0,1.0,1.0,5308.1,3342.51,16004.0,1332.0,21426.0,1172.0,38.0,31.0,11329.0,29108.1,92315.76,1.0,8.0,70186.0,320.5,216.0,4.0,124.0,66990.0,Y,21898.01,12496.0
50,current,M,40,296,6963.52,13206.31,3947.98,7036.0,472.45,8123.0,2.0,10.0,44.0,18.0,62.0,2.0,300000.0,1.0,1.0,1.0,1.0,18418.85,385218.7,24619.0,-5439.0,50812.05,24771.0,43.0,1.0,30435.0,105699.75,24028.75,4.0,3.0,36941.49,1437.0,31607.18,47.0,54.0,40679.0,Y,2220.07,16410.0
15133,current,M,33,911,6431.6,9214.0,7828.0,15484.0,28773.15,935.0,1.0,8.0,9.0,2.0,51.0,11.0,27000.0,1.0,1.0,1.0,1.0,293418.75,4550727.2,12337.0,-4664.0,40940.25,646225.0,36.0,2.0,38128.0,82356.0,163.86,3.0,31.0,21814.0,130330.39,178197.0,3.0,6.0,25609.0,Y,1320.75,17805.0
18450,saving,M,33,485,12472.0,19285.0,40334.09,4658.44,3185.0,243.0,136.0,77.0,72.0,3.0,15.0,53.0,302000.0,1.0,1.0,1.0,1.0,29424.37,1024477.47,8060.0,35346.0,110356.67,62639.0,16.0,28.0,15822.74,41591.39,12511.0,17.0,35.0,39978.0,38298.5,44811.34,3.0,18.0,20.0,Y,787.01,9444.0
7557,current,M,30,805,2099.0,4555.55,5391.0,3344.26,15941.665,9488.52,5.0,67.0,20.0,3.0,4.0,42.0,410000.0,1.0,1.0,1.0,1.0,5809950.0,110135.86,69493.0,12299.0,8530.75,44320.0,11.0,3.0,33887.0,15370.16,35166.0,9.0,81.0,17348.0,6961.5,47113.0,8.0,79.0,35300.0,Y,3577.6,101198.0
4288,current,M,39,647,21422.0,3872.0,2472.92,22344.55,12400.25,4027.0,1.0,65.0,35.0,24.0,37.0,22.0,124000.0,1.0,1.0,1.0,1.0,199690.5,31033.0,4367.0,1079.0,33304.57,68743.2,11.0,5.0,11989.7,15995.93,30192.0,20.0,5.0,3065.67,88063.14,6643.0,58.0,133.0,33630.0,Y,535.15,16966.0
13666,current,M,34,536,4096.33,2600.44,2057.0,34004.0,1842.0,619.52,19.0,34.0,2.0,1.0,44.0,98.0,467000.0,1.0,1.0,1.0,1.0,65640.0,12257.0,20000.0,0.0,28736.81,42310.0,16.0,4.0,30275.0,32613.74,53412.0,0.0,8.0,34502.0,139556.97,218460.19,49.0,1.0,147947.0,Y,157.42,6712.0
4045,saving,M,30,656,10241.0,5263.0,4151.78,1548.34,1419.0,3150.8,25.0,43.0,38.0,2.0,14.0,17.0,147000.0,1.0,1.0,1.0,1.0,61186.36,295150.9,130000.0,14509.0,66005.5,164203.88,89.0,3.0,45786.0,32874.53,37441.0,43.0,8.0,44154.0,20787.9,58764.26,4.0,106.0,174901.0,Y,9887.32,14154.0
14344,current,F,33,299,3111.3,8239.01,4502.5,1202.0,745.0,743.0,25.0,26.0,72.0,4.0,2.0,30.0,520000.0,1.0,1.0,1.0,1.0,272677.25,26884.0,2156.0,886.0,111817.83,20922.0,8.0,35.0,30435.49,33865.74,58939.0,2.0,28.0,57356.0,23441.67,85.29,9.0,27.0,61378.03,Y,282.64,6553.0
16134,current,M,47,924,3829.43,206.0,2714.26,9723.0,14325.34,12842.45,26.0,4.0,84.0,1.0,4.0,53.0,100000.0,1.0,1.0,1.0,1.0,154363.25,784499.0,536.0,0.0,138598.98,125071.0,12.0,2.0,34117.0,64353.87,18014.36,1.0,1.0,40285.0,41061.41,35075.0,2.0,18.0,3887.0,Y,19767.6,6001.0
1063,current,M,222,937,23059.28,15697.97,2796.26,1226.0,1305.14,4912.0,5.0,23.0,67.0,82.0,9.0,34.0,267000.0,1.0,1.0,1.0,1.0,9832490.0,267421.4,925.0,5340.0,125913.54,94457.0,36.0,35.0,15261.0,74584.0,19299.0,2.0,50.0,22017.0,32255.98,28059.0,14.0,43.0,21636.0,Y,1628.76,85087.0
18454,current,M,50,809,373.0,11404.01,848.22,3823.0,17451.1,3063.22,57.0,10.0,23.0,53.0,25.0,1.0,44000.0,1.0,1.0,1.0,1.0,167.5,900000.0,6000.0,5730.0,8567.4,85070.0,46.0,3.0,481.93,60310.2,100950.0,47.0,8.0,76253.0,28881.86,108815.79,49.0,14.0,37195.0,Y,13298.25,17392.0
5918,current,M,30,883,5037.4,8798.39,3151.5,8980.91,10410.13,1292.95,26.0,3.0,5.0,1.0,14.0,44.0,138000.0,1.0,1.0,1.0,1.0,120781.35,191000.0,825.0,6916.0,30519.54,94924.0,42.0,3.0,65144.0,47889.42,29713.0,2.0,9.0,42741.0,27915.7,180168.0,2.0,39.0,21641.0,Y,11084.29,298470.0
14427,current,M,53,802,1041.0,13968.0,25430.85,1076.29,17654.195,4565.27,6.0,30.0,14.0,1.0,17.0,1.0,494000.0,1.0,1.0,1.0,1.0,24832.0,116000.0,33774.0,4314.0,157943.9,142867.77,46.0,13.0,34900.0,24463.28,167763.0,2.0,8.0,93931.0,17036.0,618919.0,4.0,58.0,170616.84,Y,3083.33,4953.0
12460,current,M,47,750,8492.39,13098.21,1783.29,11182.0,8566.71,6069.0,53.0,29.0,48.0,6.0,1.0,54.0,371000.0,1.0,1.0,1.0,1.0,169.4,730000.0,2019.0,3897.0,610.13,44121.8,17.0,43.0,12948.0,21682.32,113354.97,4.0,42.0,25637.0,26693.45,20408.0,93.0,75.0,6708.81,Y,6380.18,15913.0
10532,current,M,33,386,2945.0,10096.0,3145.34,248.9,8318.17,2022.55,5.0,5.0,11.0,2.0,21.0,31.0,287000.0,1.0,1.0,1.0,1.0,259573.3,25172.0,2644.0,16455.0,179819.25,95759.38,8.0,5.0,39458.0,56592.0,43926.0,2.0,0.0,40657.0,87488.2,21752.0,10.0,22.0,37384.0,Y,644.03,17509.0
8207,current,M,40,927,4276.0,4982.0,43112.61,11459.38,9442.0,7160.0,56.0,34.0,4.0,22.0,18.0,2.0,44000.0,1.0,1.0,1.0,1.0,4140.0,71944.5,4000.0,2819.0,149446.0,6087.0,18.0,7.0,18357.0,32594.16,27083.24,6.0,81.0,59291.0,28327.63,86773.0,4.0,57.0,11705.0,Y,1.03,289541.0
19169,current,M,37,748,3448.7,33232.88,18494.19,5918.0,9621.3,9092.0,17.0,30.0,70.0,1.0,4.0,18.0,366000.0,1.0,1.0,1.0,1.0,568.8,18000.0,678.0,10455.0,59839.53,33983.0,52.0,3.0,25401.0,1210025.36,26033.0,4.0,8.0,35003.0,23086.47,152159.3,3.0,11.0,37201.0,Y,47519.12,10182.0
3199,current,M,223,956,46999.0,19739.44,7258.0,9867.0,17137.14,34860.0,26.0,30.0,67.0,22.0,1.0,9.0,362000.0,1.0,1.0,1.0,1.0,61186.36,170989.0,73217.0,14509.0,11013.5,41913.0,11.0,36.0,59190.0,8181.62,21969.0,3.0,82.0,65358.0,20149.68,77827.0,9.0,32.0,22330.0,Y,1674.09,7821.0
8291,current,M,38,296,105853.9,876.35,45261.0,6209.0,9178.0,3173.0,4.0,5.0,67.0,5.0,1.0,47.0,97000.0,1.0,1.0,1.0,1.0,71020.5,97000.0,51520.0,-4664.0,20660.88,50004.91,43.0,19.0,16550.0,70003.76,24942.0,3.0,42.0,33006.0,19990.75,37864.0,40.0,120.0,69364.0,Y,1553.33,344780.0
19805,current,M,30,927,2044.1,9836.0,11837.31,920.0,372.1,5150.0,6.0,22.0,9.0,1.0,1.0,54.0,294000.0,1.0,1.0,1.0,1.0,18418.85,245000.0,6100.0,4512.0,1286.85,55446.0,20.0,7.0,23201.0,25869.09,30602.1,11.0,20.0,1092.52,126357.0,28255.47,5.0,18.0,12929.0,Y,756.17,14284.0
4562,current,M,62,746,7092.0,35250.0,7969.84,7174.0,5584.0,1511.3,2.0,29.0,49.0,1.0,4.0,67.0,47000.0,1.0,1.0,1.0,1.0,63590.4,189246.0,3570.0,-6281.3798799999995,44632.82,115856.8,42.0,2.0,27825.0,15802.29,46587.5,6.0,11.0,29134.0,88683.97,20800.0,3.0,11.0,22349.0,Y,2803.85,1428.0
1199,current,M,120,324,13620.0,9997.0,15415.0,6046.97,32940.19,1003.26,3.0,10.0,19.0,4.0,17.0,1.0,533000.0,1.0,1.0,1.0,1.0,2389800.0,90829.65,1018.0,8362.0,158740.0,141722.55,39.0,2.0,100627.0,43962.9,23344.37,1.0,13.0,110842.0,123991.44,35204.0,9.0,120.0,78120.0,Y,3962.42,3618.0
5507,current,M,66,748,9662.31,834.01,3392.26,1583.0,2742.0,614.0,56.0,15.0,50.0,4.0,3.0,6.0,83000.0,1.0,1.0,1.0,1.0,111.4,202560.0,24619.0,1500.0,20637.25,167601.0,67.0,0.0,19827.0,1441.0,66261.0,3.0,27.0,16554.0,97222.27,101439.0,36.0,57.0,30581.75,Y,18242.25,10540.0
17162,current,M,33,860,9317.53,1517.95,8115.0,2155.0,10869.0,2871.0,4.0,5.0,50.0,48.0,1.0,1.0,476000.0,1.0,1.0,1.0,1.0,60800.0,119451.0,65000.0,2337.0,67495.69,33891.0,12.0,7.0,22043.0,127991.64,45589.5,3.0,42.0,31755.0,87919.88,1869.69,42.0,32.0,15374.0,Y,3312.46,183119.0
4526,current,F,29,315,1950.0,6361.0,35935.75,3106.25,31713.165,6733.0,26.0,22.0,4.0,48.0,7.0,68.0,524000.0,1.0,1.0,1.0,1.0,720551.4,110135.86,4812.0,1500.0,13676.5,61376.5,50.0,1.0,34363.0,71598.32,59868.21,1.0,8.0,3900.0,52791.24,19595.0,12.0,12.0,17260.0,Y,20489.62,8891.0
1081,current,M,66,525,21052.7,29926.25,50797.03,6682.49,7021.07,9430.31,3.0,2.0,64.0,5.0,2.0,56.0,252000.0,1.0,1.0,1.0,1.0,50040.0,107692.0,1135.0,9827.0,29833.82,41549.0,55.0,15.0,58494.0,100294.52,230836.01,2.0,49.0,85562.0,62184.23,6643.0,1.0,8.0,46486.0,Y,16981.11,17983.0
5552,current,M,53,737,15509.72,35250.0,30794.19,733.67,27132.0,2921.0,17.0,30.0,87.0,5.0,1.0,26.0,190000.0,1.0,1.0,1.0,1.0,62217.0,470000.0,183999.0,1992.0,77772.45,21605.0,39.0,2.0,24620.0,286410.29,19970.0,9.0,67.0,41613.0,38594.0,48049.0,6.0,49.0,58236.0,Y,991.97,16834.0
901,current,M,30,684,148156.03,18672.34,9147.97,12978.38,23710.1,760.72,18.0,47.0,60.0,5.0,3.0,79.0,155000.0,1.0,1.0,1.0,1.0,13732.93,12971.0,2644.0,6916.0,65181.0,62159.0,77.0,35.0,149481.0,197449.29,32.97,3.0,82.0,116000.0,78267.76,29339.0,6.0,22.0,50687.39,Y,0.0,213768.0
16499,current,M,62,928,36704.58,1986.0,19309.88,2488.0,3591.965,710.7,7.0,66.0,49.0,7.0,62.0,8.0,371000.0,1.0,1.0,1.0,1.0,15079.5,202560.0,583.0,5464.0,59278.73,54394.0,24.0,7.0,36576.0,32807.75,75717.0,11.0,20.0,51360.0,49827.17,76314.48,62.0,0.0,9666.0,Y,6399.75,134676.0
13433,current,M,47,643,16465.63,12205.15,6909.76,364.0,3361.3,164.01,44.0,10.0,5.0,5.0,8.0,6.0,329000.0,1.0,1.0,1.0,1.0,825.0,167870.79,500.0,903.0,142156.0,54425.0,55.0,9.0,26345.29,26102.04,144701.0,2.0,20.0,27200.0,15758.0,71757.44,4.0,24.0,65428.0,Y,9797.91,10842.0
1169,saving,M,47,723,5455.1,2645.0,26182.32,9339.0,1893.84,36724.0,531.0,85.0,35.0,1.0,1.0,10.0,114000.0,1.0,1.0,1.0,1.0,2.13,3084.5,8333.0,5773.0,47550.58,144947.0,12.0,15.0,59103.0,20804.75,38451.0,6.0,20.0,23529.0,39061.75,59507.56,6.0,12.0,101458.09,Y,34636.69,464.0
3030,current,M,66,750,25950.4,798.0,5731.28,22304.86,2509.41,3506.0,44.0,5.0,86.0,82.0,5.0,5.0,293000.0,1.0,1.0,1.0,1.0,31524.4,36880.0,15654.0,7478.0,43974.48,32865.5,3.0,1.0,24389.0,22052.4,120236.0,7.0,44.0,23705.0,35478.08,53293.0,36.0,18.0,191.29,Y,7691.96,1033.0
11121,current,M,32,582,19452.0,1985.02,35562.32,367.0,2025.115,525.0,7.0,2.0,4.0,47.0,36.0,47.0,186000.0,1.0,1.0,1.0,1.0,41883.6,76365.24,12500.0,3897.0,8661.04,25273.0,5.0,36.0,30808.0,11248.12,100407.0,2.0,11.0,21772.0,272286.65,19609.0,93.0,22.0,23184.0,Y,1164.39,17488.0
7127,current,M,118,950,12609.0,21104.39,7665.48,3447.42,2025.115,932.0,26.0,10.0,6.0,24.0,1.0,70.0,306000.0,1.0,1.0,1.0,1.0,250631.8,2436.91,641.0,-5942.0,9747.75,33413.0,5.0,19.0,11498.0,101836.96,332896.0,70.0,108.0,775.0,90711.99,18222.95,11.0,103.0,21675.0,Y,47948.51,5007.0
2750,current,M,37,537,14406.56,276.25,5715.5,34987.0,3813.5,6119.0,10.0,27.0,135.0,2.0,2.0,39.0,267000.0,1.0,1.0,1.0,1.0,10008.0,1475000.0,11379.0,1014.0,3868.0,16174.0,42.0,3.0,18496.0,34941.5,35776.0,3.0,82.0,870.0,49386.38,46389.0,14.0,83.0,90012.0,Y,241.21,16790.0
16353,current,F,38,883,7452.23,3491.0,3060.35,94243.29,747.6,609.43,10.0,85.0,5.0,4.0,5.0,62.0,315000.0,1.0,1.0,1.0,1.0,21511.8,130000.0,15477.0,7478.0,20891.05,39702.0,9.0,17.0,26674.0,34686.09,39534.0,16.0,63.0,79654.0,18187.1,1377.0,62.0,17.0,155924.0,Y,10169.65,10196.0
10713,current,F,47,374,3153.34,8762.0,2147.93,3839.0,9555.0,3501.5,44.0,84.0,38.0,7.0,25.0,37.0,520000.0,1.0,1.0,1.0,1.0,2.13,633323.83,90525.0,12965.0,80345.0,43391.0,11.0,26.0,33879.0,61478.75,137717.17,5.0,67.0,30700.0,173585.57,188526.0,94.0,1.0,11443.0,Y,4915.97,337.0
19699,current,M,49,355,927.13,1421.0,4709.78,14963.37,1487.0,2479.0,4.0,5.0,62.0,20.0,2.0,56.0,520000.0,1.0,1.0,1.0,1.0,3070.5,95000.0,230000.0,5464.0,44244.55,10719.0,39.0,2.0,36468.0,21415.69,9606.0,3.0,1.0,94170.0,15642.0,100605.0,49.0,38.0,301.0,Y,9213.4,18637.0
6259,current,M,58,448,8295.57,614.0,56705.1,573.58,1885.36,9812.0,5.0,128.0,10.0,1.0,3.0,9.0,114000.0,1.0,1.0,1.0,1.0,4400.0,15036.0,130000.0,13135.0,46923.0,44287.0,62.0,11.0,12523.0,19873.0,95741.0,2.0,82.0,23093.0,26322.4,71659.0,3.0,50.0,55970.0,Y,891.29,19922.0
10723,saving,F,66,736,1943.7,11166.0,3270.74,652.5,25285.0,2479.0,26.0,23.0,3.0,8.0,1.0,42.0,138000.0,1.0,1.0,1.0,1.0,48675.31,91747.0,300500.0,6916.0,37631.66,56976.07,11.0,35.0,52572.0,11500.61,78142.0,1.0,1.0,23658.0,47511.09,26713.0,47.0,24.0,42191.0,Y,793.69,16382.0
10735,current,M,36,505,26009.25,758.42,8840.0,1403.0,2823.35,1248.0,10.0,43.0,35.0,82.0,2.0,26.0,125000.0,1.0,1.0,1.0,1.0,13924.0,342412.0,30011.0,-4679.0,24915.74,118593.0,52.0,2.0,32044.0,12472.48,174704.0,2.0,2.0,76714.0,30468.57,70859.0,5.0,58.0,19671.0,Y,0.0,9333.0
6255,current,M,27,723,4311.85,1950.0,14738.75,236.12,12300.545,688.0,7.0,50.0,47.0,21.0,25.0,36.0,191000.0,1.0,1.0,1.0,1.0,55700.0,152664.0,1036.0,3735.0,5372.97,11576.0,42.0,1.0,119022.0,56215.0,3287.0,4.0,14.0,109775.0,29938.86,21955.0,5.0,12.0,47291.0,Y,5514.49,136960.0
6142,saving,F,39,801,25893.45,10381.0,88794.0,713.84,17814.165,7950.93,57.0,10.0,9.0,2.0,1.0,47.0,120000.0,1.0,1.0,1.0,1.0,70310.6,11772.76,24094.0,10770.0,832553.76,86537.0,40.0,4.0,33164.0,28633.0,21574.74,1.0,20.0,32940.0,53165.0,1398462.0,9.0,28.0,42067.0,Y,1210.18,19697.0
7044,current,F,32,643,24201.92,1093.2,19403.87,10317.0,11021.095,745.0,44.0,93.0,50.0,45.0,18.0,98.0,263000.0,1.0,1.0,1.0,1.0,21511.8,200926.0,25000.0,0.0,23901.78,21494.0,39.0,2.0,10540.0,58627.5,231437.08,3.0,20.0,10202.0,50579.37,59951.04,4.0,49.0,23352.0,Y,7728.83,16514.0
895,current,M,28,447,20353.0,2600.0,790.0,1165.0,5029.0,2871.0,25.0,50.0,74.0,3.0,71.0,5.0,447000.0,1.0,1.0,1.0,1.0,39851.93,245000.0,73217.0,553.0,105667.43,31379.38,103.0,3.0,10766.0,36121.28,192143.48,1.0,25.0,3125.0,21199.0,61499.0,8.0,68.0,20587.0,Y,18862.4,7818.0
9996,current,M,51,653,6175.0,2085.77,1104.89,1509.0,1273.0,567.0,8.0,66.0,6.0,2.0,1.0,2.0,340000.0,1.0,1.0,1.0,1.0,33784.35,110175.0,731.0,14509.0,36503.98,154243.0,11.0,3.0,31455.0,22507.0,15723.0,4.0,108.0,50985.0,27553.52,76655.5,13.0,17.0,152212.0,Y,2294.71,14810.0
4128,current,M,46,385,6251.0,15886.0,8635.23,2110.5,6271.0,8927.8,1.0,4.0,59.0,50.0,1.0,64.0,213000.0,1.0,1.0,1.0,1.0,1665.0,68663.61,4458.0,13135.0,19949.46,175472.88,16.0,1.0,19632.0,75207.0,290516.74,1.0,14.0,27768.0,122736.25,92259.0,11.0,35.0,41066.0,Y,25263.16,19894.0
